abilities,artist,ancientTrait,attacks,cardmarket,convertedRetreatCost,evolvesFrom,flavorText,hp,id,images,legalities,regulationMark,name,nationalPokedexNumbers,number,rarity,resistances,retreatCost,rules,set,subtypes,supertype,tcgplayer,types,weaknesses
,Toyste Beach,,"[Attack(name='Boulder Crush', cost=['Fighting', 'Fighting', 'Colorless'], convertedEnergyCost=3, damage='80', text=''), Attack(name='Megaton Fall', cost=['Fighting', 'Fighting', 'Fighting', 'Colorless'], convertedEnergyCost=4, damage='180', text='This Pokémon does 60 damage to itself.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-46', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=2.58, lowPrice=1.5, trendPrice=2.55, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=3.19, lowPriceExPlus=1.5, avg1=5.0, avg7=3.09, avg30=3.38, reverseHoloAvg1=4.0, reverseHoloAvg7=3.5, reverseHoloAvg30=3.15))",4,,,180,g1-46,"CardImage(small='https://images.pokemontcg.io/g1/46.png', large='https://images.pokemontcg.io/g1/46_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Golem-EX,[76],46,Rare Holo EX,,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['Basic', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-46', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=0.92, mid=1.7, high=6.27, market=1.67, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fighting'],"[Weakness(type='Grass', value='×2')]"
,Naoyo Kimura,,"[Attack(name='Double-Edge', cost=['Colorless', 'Colorless', 'Colorless'], convertedEnergyCost=3, damage='60', text='This Pokémon does 20 damage to itself.'), Attack(name='Rollout', cost=['Fighting', 'Fighting', 'Colorless', 'Colorless'], convertedEnergyCost=4, damage='80', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-44', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.15, lowPrice=0.02, trendPrice=0.17, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.58, reverseHoloLow=0.19, reverseHoloTrend=0.67, lowPriceExPlus=0.02, avg1=0.14, avg7=0.15, avg30=0.18, reverseHoloAvg1=1.5, reverseHoloAvg7=0.69, reverseHoloAvg30=0.63))",3,Geodude,"With a free and uncaring nature, it doesn't mind if pieces break off while it rolls down mountains.",100,g1-44,"CardImage(small='https://images.pokemontcg.io/g1/44.png', large='https://images.pokemontcg.io/g1/44_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Graveler,[75],44,Uncommon,,"['Colorless', 'Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-44', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.1, mid=0.29, high=2.0, market=0.29, directLow=0.35), holofoil=None, reverseHolofoil=TCGPrice(low=0.19, mid=0.5, high=4.99, market=0.63, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Fighting'],"[Weakness(type='Grass', value='×2')]"
,MAHOU,,"[Attack(name='Rollout', cost=['Fighting'], convertedEnergyCost=1, damage='10', text=''), Attack(name='Flail', cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='10×', text='This attack does 10 damage times the number of damage counters on this Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-43', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.09, lowPrice=0.02, trendPrice=0.11, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.3, reverseHoloLow=0.1, reverseHoloTrend=0.54, lowPriceExPlus=0.02, avg1=0.21, avg7=0.1, avg30=0.1, reverseHoloAvg1=0.32, reverseHoloAvg7=0.29, reverseHoloAvg30=0.63))",2,,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",60,g1-43,"CardImage(small='https://images.pokemontcg.io/g1/43.png', large='https://images.pokemontcg.io/g1/43_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Geodude,[74],43,Common,,"['Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-43', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.03, mid=0.2, high=1.23, market=0.18, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.23, mid=0.5, high=9.99, market=0.54, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Fighting'],"[Weakness(type='Grass', value='×2')]"
,Hasuno,,"[Attack(name='Stone Edge', cost=['Fighting', 'Fighting', 'Colorless'], convertedEnergyCost=3, damage='60+', text='Flip a coin. If heads, this attack does 30 more damage.'), Attack(name='Explosion', cost=['Fighting', 'Fighting', 'Colorless', 'Colorless'], convertedEnergyCost=4, damage='150', text='This Pokémon does 100 damage to itself.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-45', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=2.62, lowPrice=0.5, trendPrice=2.02, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=6.29, reverseHoloLow=0.7, reverseHoloTrend=5.89, lowPriceExPlus=0.5, avg1=1.48, avg7=2.3, avg30=1.99, reverseHoloAvg1=6.99, reverseHoloAvg7=6.05, reverseHoloAvg30=4.45))",3,Graveler,"It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves.",150,g1-45,"CardImage(small='https://images.pokemontcg.io/g1/45.png', large='https://images.pokemontcg.io/g1/45_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Golem,[76],45,Rare Holo,,"['Colorless', 'Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 2'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-45', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=0.36, mid=1.0, high=3.0, market=0.95, directLow=0.75), reverseHolofoil=TCGPrice(low=1.06, mid=1.7, high=8.05, market=1.84, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Fighting'],"[Weakness(type='Grass', value='×2')]"
,match,,"[Attack(name='Bullet Punch', cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='20+', text='Flip 2 coins. This attack does 20 more damage for each heads.'), Attack(name='Mach Cross', cost=['Fighting', 'Colorless', 'Colorless'], convertedEnergyCost=3, damage='60', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-48', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.29, lowPrice=0.02, trendPrice=0.37, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.72, reverseHoloLow=0.15, reverseHoloTrend=0.84, lowPriceExPlus=0.05, avg1=0.47, avg7=0.43, avg30=0.39, reverseHoloAvg1=0.99, reverseHoloAvg7=0.81, reverseHoloAvg30=1.12))",1,,The arm-twisting punches it throws pulverize even concrete. It rests after three minutes of fighting.,90,g1-48,"CardImage(small='https://images.pokemontcg.io/g1/48.png', large='https://images.pokemontcg.io/g1/48_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Hitmonchan,[107],48,Rare,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-48', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.2, mid=0.32, high=2.0, market=0.28, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.25, mid=0.5, high=8.45, market=0.45, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Fighting'],"[Weakness(type='Psychic', value='×2')]"
,Hitoshi Ariga,,"[Attack(name='Stretch Kick', cost=['Fighting'], convertedEnergyCost=1, damage='', text=""This attack does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""), Attack(name='Spiral Kick', cost=['Fighting', 'Fighting'], convertedEnergyCost=2, damage='30', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-47', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.36, lowPrice=0.09, trendPrice=0.3, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.34, reverseHoloLow=0.25, reverseHoloTrend=1.49, lowPriceExPlus=0.1, avg1=0.34, avg7=0.26, avg30=0.37, reverseHoloAvg1=0.49, reverseHoloAvg7=1.53, reverseHoloAvg30=1.15))",1,,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.,90,g1-47,"CardImage(small='https://images.pokemontcg.io/g1/47.png', large='https://images.pokemontcg.io/g1/47_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Hitmonlee,[106],47,Rare,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-47', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.2, mid=0.38, high=3.99, market=0.35, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.23, mid=0.69, high=9.99, market=0.67, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Fighting'],"[Weakness(type='Psychic', value='×2')]"
,Shibuzoh.,,"[Attack(name='Moonlight', cost=['Colorless'], convertedEnergyCost=1, damage='', text='Heal 30 damage from this Pokémon.'), Attack(name='Pound', cost=['Fairy', 'Colorless'], convertedEnergyCost=2, damage='20', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-50', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.28, lowPrice=0.02, trendPrice=0.35, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.84, reverseHoloLow=0.35, reverseHoloTrend=0.99, lowPriceExPlus=0.02, avg1=0.09, avg7=0.19, avg30=0.24, reverseHoloAvg1=0.6, reverseHoloAvg7=0.81, reverseHoloAvg30=0.92))",1,,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.,60,g1-50,"CardImage(small='https://images.pokemontcg.io/g1/50.png', large='https://images.pokemontcg.io/g1/50_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Clefairy,[35],50,Common,"[Resistance(type='Darkness', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-50', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.15, mid=0.32, high=4.85, market=0.32, directLow=0.29), holofoil=None, reverseHolofoil=TCGPrice(low=0.39, mid=1.06, high=9.99, market=2.49, directLow=0.91), firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
,Atsuko Nishida,,"[Attack(name='Follow Me', cost=['Colorless'], convertedEnergyCost=1, damage='', text=""Switch 1 of your opponent's Benched Pokémon with your opponent's Active Pokémon.""), Attack(name='Moonblast', cost=['Fairy', 'Colorless'], convertedEnergyCost=2, damage='30', text=""During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 30 (before applying Weakness and Resistance)."")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-51', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.22, lowPrice=0.02, trendPrice=0.23, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.93, reverseHoloLow=0.1, reverseHoloTrend=0.8, lowPriceExPlus=0.02, avg1=0.26, avg7=0.22, avg30=0.2, reverseHoloAvg1=0.3, reverseHoloAvg7=0.89, reverseHoloAvg30=0.9))",2,Clefairy,Its hearing is so acute it can hear a pin drop over half a mile away. It lives on quiet mountains.,90,g1-51,"CardImage(small='https://images.pokemontcg.io/g1/51.png', large='https://images.pokemontcg.io/g1/51_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Clefable,[36],51,Uncommon,"[Resistance(type='Darkness', value='-20')]","['Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-51', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.09, mid=0.25, high=1.0, market=0.29, directLow=0.2), holofoil=None, reverseHolofoil=TCGPrice(low=0.25, mid=0.5, high=9.99, market=0.47, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
,Midori Harada,,"[Attack(name='Take Down', cost=['Fighting', 'Fighting'], convertedEnergyCost=2, damage='40', text='This Pokémon does 10 damage to itself.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-49', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.06, lowPrice=0.02, trendPrice=0.06, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.47, reverseHoloLow=0.14, reverseHoloTrend=0.38, lowPriceExPlus=0.02, avg1=0.1, avg7=0.04, avg30=0.1, reverseHoloAvg1=0.04, reverseHoloAvg7=0.47, reverseHoloAvg30=0.58))",3,,It is inept at turning because of its four short legs. It can only charge and run in one direction.,80,g1-49,"CardImage(small='https://images.pokemontcg.io/g1/49.png', large='https://images.pokemontcg.io/g1/49_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Rhyhorn,[111],49,Common,,"['Colorless', 'Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-49', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.05, mid=0.2, high=1.38, market=0.15, directLow=0.14), holofoil=None, reverseHolofoil=TCGPrice(low=0.19, mid=0.49, high=9.99, market=0.47, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Fighting'],"[Weakness(type='Grass', value='×2')]"
,kirisAki,,"[Attack(name='Exhausted Tackle', cost=['Colorless'], convertedEnergyCost=1, damage='', text=""Flip a coin. If heads, this attack does 30 damage to your opponent's Active Pokémon. If tails, this Pokémon does 30 damage to itself."")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-53', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.11, lowPrice=0.02, trendPrice=0.02, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.56, reverseHoloLow=0.1, reverseHoloTrend=0.64, lowPriceExPlus=0.02, avg1=0.1, avg7=0.05, avg30=1.36, reverseHoloAvg1=0.71, reverseHoloAvg7=0.58, reverseHoloAvg30=0.95))",1,,Adores round objects. It wanders the streets on a nightly basis to look for dropped loose change.,60,g1-53,"CardImage(small='https://images.pokemontcg.io/g1/53.png', large='https://images.pokemontcg.io/g1/53_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Meowth,[52],53,Common,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-53', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.1, mid=0.2, high=1.25, market=0.18, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.19, mid=0.5, high=9.99, market=0.63, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Colorless'],"[Weakness(type='Fighting', value='×2')]"
"[Ability(name='Bench Barrier', text='Prevent all damage done to your Benched Pokémon by attacks.', type='Ability')]",kirisAki,,"[Attack(name='Juggling', cost=['Fairy', 'Colorless'], convertedEnergyCost=2, damage='10×', text='Flip 4 coins. This attack does 10 damage times the number of heads.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-52', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.26, lowPrice=0.02, trendPrice=0.28, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.58, reverseHoloLow=0.2, reverseHoloTrend=0.55, lowPriceExPlus=0.02, avg1=0.02, avg7=0.28, avg30=0.26, reverseHoloAvg1=1.0, reverseHoloAvg7=0.64, reverseHoloAvg30=0.79))",1,,It is adept at conning people. It is said to be able to create walls out of thin air by miming.,70,g1-52,"CardImage(small='https://images.pokemontcg.io/g1/52.png', large='https://images.pokemontcg.io/g1/52_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Mr. Mime,[122],52,Uncommon,"[Resistance(type='Darkness', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-52', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.15, mid=0.3, high=1.8, market=0.33, directLow=0.33), holofoil=None, reverseHolofoil=TCGPrice(low=0.23, mid=0.8, high=2.0, market=0.87, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
